temporada,nombre_inc,rol,nompredrea,USO_TIERRA,USO,SUBUSO,ESTRUCTURA,COBERTURA,ALTURA,TIPO_FORES,SUBTIPOFOR,NOM_REG,NOM_PROV,NOM_COM,SOLICITUD,ESTAD_SOL,ANO,NOM_PREDIO,ROL_AVAL,LONG,LAT
2016-2017,LA AGUADA,515-42,BODEGA PC 60,Terreno de Uso Agricola,Terrenos Agricolas,Terreno de Uso Agricola,,,,,,Region del Maule,Linares,Longavi,,,0,,,-71.7300,-35.8861
2016-2017,HUIMEO,519-66,HUIMEO PARCELA 12,Rotacion Cultivo-Pradera,Terrenos Agricolas,Rotacion Cultivo-Pradera,,,,,,Region del Maule,Linares,Longavi,,,0,,,-71.7358,-35.8289
2016-2017,PASO CU?æAO,516-54,,Terreno de Uso Agricola,Terrenos Agricolas,Terreno de Uso Agricola,,,,,,Region del Maule,Linares,Longavi,,,0,,,-71.7270,-35.8958
2016-2017,CERRILLO,518-18,CASAS DE CERRILLOS,Terreno de Uso Agricola,Terrenos Agricolas,Terreno de Uso Agricola,,,,,,Region del Maule,Linares,Longavi,,,0,,,-71.7186,-35.9231
2016-2017,LOMAS DE LA TERCERA,197-359,RESERVA 03 LA TERCERA,Matorral Denso,Praderas y Matorrales,Matorral,No Aplica,Denso,,,,Region del Maule,Linares,Longavi,,,0,,,-71.6472,-36.0789
2016-2017,LA SEXTA,202-263,SN JOSE PC 09 ST 04,Matorral Arborescente Abierto,Praderas y Matorrales,Matorral Arborescente,No Aplica,Abierto,,,,Region del Maule,Linares,Longavi,,,0,,,-71.5976,-36.1402
2016-2017,LA ISLA-RIO ACHIBUENO,RIO ACHIBUENO,,Plantacion con Exoticas Asilvestradas,Bosques,Plantacion,con Exoticas Asilvestradas,No Aplica,,,,Region del Maule,Linares,Linares,,,0,,,-71.7626,-35.8034
2016-2017,CERRO PALHUA,269-133,C DE LEON LT F,Matorral Denso,Praderas y Matorrales,Matorral,No Aplica,Denso,,,,Region del Maule,Linares,San Javier,,,0,,,-71.8878,-35.7467
2016-2017,SAN AGUSTIN LOTE 1 Y 2 PART.,264-10,EL HOYO,Matorral Abierto,Praderas y Matorrales,Matorral,No Aplica,Abierto,,,,Region del Maule,Linares,San Javier,,,0,,,-71.9683,-35.7542
2016-2017,CALIBORO,274-2,CALIBORO R C 13,Plantacion con Exoticas Asilvestradas,Bosques,Plantacion,con Exoticas Asilvestradas,No Aplica,,,,Region del Maule,Linares,San Javier,,,0,,,-71.8531,-35.8403
2016-2017,CU?æAO,460-275,STA LUISA PC 29,Plantacion con Exoticas Asilvestradas,Bosques,Plantacion,con Exoticas Asilvestradas,No Aplica,,,,Region del Maule,Linares,Retiro,,,0,,,-71.7362,-35.9391
2016-2017,CURA CURA,490-28,CURA CURA HIJ 2,Rotacion Cultivo-Pradera,Terrenos Agricolas,Rotacion Cultivo-Pradera,,,,,,Region del Maule,Linares,Retiro,,,0,,,-71.9064,-35.9342
2016-2017,EL TORREON,VP-D,,Matorral Semidenso,Praderas y Matorrales,Matorral,No Aplica,Semidenso,,,,Region del Maule,Cauquenes,Pelluhue,,,0,,,-72.5940,-35.8227
2016-2017,LAS RAICES CANELILLOS,VP-AAA,,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Cauquenes,Pelluhue,,,0,,,-72.6581,-35.9567
2016-2017,QUILICURA // LOS QUEULES,VP-T,,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Cauquenes,Pelluhue,,,0,,,-72.6776,-35.9392
2016-2017,QUEBRADA EL GATO,VP-L,,Rotacion Cultivo-Pradera,Terrenos Agricolas,Rotacion Cultivo-Pradera,,,,,,Region del Maule,Cauquenes,Pelluhue,,,0,,,-72.6313,-35.9233
2016-2017,CU?æAO,460-271,SANTA LUISA PC 30 ST 20,Rotacion Cultivo-Pradera,Terrenos Agricolas,Rotacion Cultivo-Pradera,,,,,,Region del Maule,Linares,Retiro,,,0,,,-71.7365,-35.9314
2016-2017,CARDO VERDE,486-8,FUNDO EL RETIRO,Plantacion Joven o Recien Cosechada,Bosques,Plantacion,Joven o Recien Cosechada,No Aplica,,,,Region del Maule,Linares,Retiro,,,0,,,-71.9703,-35.9803
2016-2017,VILLASECA,460-48,LA GRANJA PARCELA 44,Rotacion Cultivo-Pradera,Terrenos Agricolas,Rotacion Cultivo-Pradera,,,,,,Region del Maule,Linares,Retiro,,,0,,,-71.7676,-35.9956
2016-2017,EL ?üLAMO,451-13,FUNDO COPIHUE,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Linares,Retiro,,,0,,,-71.7803,-36.0853
2016-2017,LLANQUIRAY (AMENAZA),465-16,PREDIO EL TRANSITO,Rotacion Cultivo-Pradera,Terrenos Agricolas,Rotacion Cultivo-Pradera,,,,,,Region del Maule,Linares,Retiro,,,0,,,-71.9844,-35.9944
2016-2017,SAN IGNACIO,460-132,EL MEMBRILLO PC 43,Terreno de Uso Agricola,Terrenos Agricolas,Terreno de Uso Agricola,,,,,,Region del Maule,Linares,Retiro,,,0,,,-71.8047,-36.0487
2016-2017,SAN IGNACIO,460-130,PP EL MEMBRILLO PC 16 ST 30,Terreno de Uso Agricola,Terrenos Agricolas,Terreno de Uso Agricola,,,,,,Region del Maule,Linares,Retiro,,,0,,,-71.8122,-36.0549
2016-2017,EL MEMBRILLO,460-159,EL MEMBRILLO PC 12,Terreno de Uso Agricola,Terrenos Agricolas,Terreno de Uso Agricola,,,,,,Region del Maule,Linares,Retiro,,,0,,,-71.8033,-36.0656
2016-2017,SANTA ISABEL DE LOS ROBLES,451-226,STA ISABEL PC 101,Rotacion Cultivo-Pradera,Terrenos Agricolas,Rotacion Cultivo-Pradera,,,,,,Region del Maule,Linares,Retiro,,,0,,,-71.7592,-36.1002
2016-2017,EL MEMBRILLO 2,SR,,Terreno de Uso Agricola,Terrenos Agricolas,Terreno de Uso Agricola,,,,,,Region del Maule,Linares,Retiro,,,0,,,-71.7947,-36.0831
2016-2017,MONTE VERDE,464-16,COLIGUAY COPIHUE,Rotacion Cultivo-Pradera,Terrenos Agricolas,Rotacion Cultivo-Pradera,,,,,,Region del Maule,Linares,Retiro,,,0,,,-71.8066,-36.0974
2016-2017,SANTA DELFINA,451-290,PARCELA 21 SITIO 11 LOS ROBLES,Rotacion Cultivo-Pradera,Terrenos Agricolas,Rotacion Cultivo-Pradera,,,,,,Region del Maule,Linares,Retiro,,,0,,,-71.6896,-36.1351
2016-2017,LOS MOGOTES,555-19,LOS PERALES LOS MOGOTES,Bosque Nativo Renoval Semidenso,Bosques,Bosque Nativo,Renoval,Semidenso,2 - 4,Cipr?â?®s de la Cordillera,Cipr?â?®s de la Cordillera,Region del Maule,Linares,Linares,,,0,,,-71.4385,-35.9614
2016-2017,LLEPO,557-37,LA PENA LT A,Bosque Nativo Renoval Denso,Bosques,Bosque Nativo,Renoval,Denso,2 - 4,Esclerofilo,Peumo-Quillay-Litre,Region del Maule,Linares,Linares,,,0,,,-71.4847,-35.9453
2016-2017,LOS COPIHUES,554-29,JUAN AMIGO,Bosque Nativo Renoval Semidenso,Bosques,Bosque Nativo,Renoval,Semidenso,< 2,Esclerofilo,Peumo-Quillay-Litre,Region del Maule,Linares,Linares,,,0,,,-71.3132,-36.1637
2016-2017,CAJON DE PEJERREYES,VP-H,,Bosque Nativo Renoval Denso,Bosques,Bosque Nativo,Renoval,Denso,12 - 20,Roble-Raul?â?¡-Coihue,Roble,Region del Maule,Linares,Linares,,,0,,,-71.2658,-36.0511
2016-2017,CHUPALLAR,553-96,EL LAUREL,Afloramientos Rocosos,Areas Desprovistas de Vegetaci?â,Afloramientos Rocosos,,,,,,Region del Maule,Linares,Linares,,,0,,,-71.2000,-35.8760
2016-2017,LOMAS DE POLCURA DENTRO (CORR 7),195-378,LOMAS DE POLCURA,Plantacion Joven o Recien Cosechada,Bosques,Plantacion,Joven o Recien Cosechada,No Aplica,,,,Region del Maule,Linares,Longavi,,,0,,,-71.5122,-36.0086
2016-2017,RARI,28-51,SANTA ESTER,Bosque Nativo Renoval Semidenso,Bosques,Bosque Nativo,Renoval,Semidenso,8 - 12,Roble-Hualo,Roble-Hualo,Region del Maule,Linares,Colbun,,,0,,,-71.4026,-35.8025
2016-2017,LOMAS DE PUTAG?üN,29-14,EL MOLINO,Terreno de Uso Agricola,Terrenos Agricolas,Terreno de Uso Agricola,,,,,,Region del Maule,Linares,Colbun,,,0,,,-71.4425,-35.8267
2016-2017,QUEBRADA TIERRA CAFE,29-92,LOMAS DE PUTAGAN,Bosque Nativo Renoval Denso,Bosques,Bosque Nativo,Renoval,Denso,4 - 8,Roble-Hualo,Roble-Hualo,Region del Maule,Linares,Linares,,,0,,,-71.3903,-35.8663
2016-2017,ORILLA DE NAVARRO,137-39,,Matorral-Pradera Abierto,Praderas y Matorrales,Matorral-Pradera,No Aplica,Abierto,,,,Region del Maule,Curico,Hualañe,,,0,,,-71.5978,-35.0483
2016-2017,ESPINALILLO,174-236,,Terreno de Uso Agricola,Terrenos Agricolas,Terreno de Uso Agricola,,,,,,Region del Maule,Curico,Hualañe,,,0,,,-71.8526,-34.8688
2016-2017,ORILLA DE NAVARRO,137-34,ORILLA DE NAVARRO,Matorral-Pradera Abierto,Praderas y Matorrales,Matorral-Pradera,No Aplica,Abierto,,,,Region del Maule,Curico,Hualañe,,,0,,,-71.5956,-35.0481
2016-2017,MIRARIO,160-20,FUNDO MIRA RIO,Matorral Arborescente Denso,Praderas y Matorrales,Matorral Arborescente,No Aplica,Denso,,,,Region del Maule,Curico,Hualañe,,,0,,,-71.7550,-34.9833
2016-2017,LAS VI?æAS DE PERALILLO,160-55,PC 43 PP PERALILLO,Rotacion Cultivo-Pradera,Terrenos Agricolas,Rotacion Cultivo-Pradera,,,,,,Region del Maule,Curico,Hualañe,,,0,,,-71.6983,-35.0111
2016-2017,HIJ.PONIENTE,VP-V,,Matorral Arborescente Abierto,Praderas y Matorrales,Matorral Arborescente,No Aplica,Abierto,,,,Region del Maule,Curico,Hualañe,,,0,,,-71.8300,-34.9644
2016-2017,HIJ.PONIENTE,152-115,HIJUELA SANTA MARIA,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Curico,Hualañe,,,0,,,-71.8143,-34.9661
2016-2017,LOS REMOLINOS,J-60,,Terreno de Uso Agricola,Terrenos Agricolas,Terreno de Uso Agricola,,,,,,Region del Maule,Curico,Hualañe,,,0,,,-71.6984,-35.0604
2016-2017,BARROS NEGROS,163-47,SAN MIGUEL,Rotacion Cultivo-Pradera,Terrenos Agricolas,Rotacion Cultivo-Pradera,,,,,,Region del Maule,Talca,Maule,,,0,,,-71.7094,-35.4787
2016-2017,CHIRIPILCO,137-189,LT A 4 EL MIRADOR,Matorral Arborescente Semidenso,Praderas y Matorrales,Matorral Arborescente,No Aplica,Semidenso,,,,Region del Maule,Curico,Hualañe,,,0,,,-71.6272,-35.0757
2016-2017,VILLA FRANCIA,167-40,PARRON GRANDE HIJ A PC 1,Rotacion Cultivo-Pradera,Terrenos Agricolas,Rotacion Cultivo-Pradera,,,,,,Region del Maule,Talca,Maule,,,0,,,-71.6528,-35.4547
2016-2017,VILLA FRANCIA,167-19,EL PARRON HIJ A PC 2,Rotacion Cultivo-Pradera,Terrenos Agricolas,Rotacion Cultivo-Pradera,,,,,,Region del Maule,Talca,Maule,,,0,,,-71.6529,-35.4562
2016-2017,VILLA FRANCIA,167-18,RUTA 5 SUR KM 256,Rotacion Cultivo-Pradera,Terrenos Agricolas,Rotacion Cultivo-Pradera,,,,,,Region del Maule,Talca,Maule,,,0,,,-71.6500,-35.4556
2016-2017,VILLA FRANCIA,167-37,SANTA PAULINA,Ciudades. Pueblos. Zonas Industriales,Areas Urbanas e Industriales,Ciudades. Pueblos. Zonas Industriales,,,,,,Region del Maule,Talca,Maule,,,0,,,-71.6567,-35.4604
2016-2017,COEXCA,SR,,Rotacion Cultivo-Pradera,Terrenos Agricolas,Rotacion Cultivo-Pradera,,,,,,Region del Maule,Talca,Maule,,,0,,,-71.6492,-35.4578
2016-2017,COEXCA,SR,,Rotacion Cultivo-Pradera,Terrenos Agricolas,Rotacion Cultivo-Pradera,,,,,,Region del Maule,Talca,Maule,,,0,,,-71.6531,-35.4582
2016-2017,COLIN,166-4,,Rotacion Cultivo-Pradera,Terrenos Agricolas,Rotacion Cultivo-Pradera,,,,,,Region del Maule,Talca,Maule,,,0,,,-71.7009,-35.4594
2016-2017,LOS PATOS,VP-A,,Rotacion Cultivo-Pradera,Terrenos Agricolas,Rotacion Cultivo-Pradera,,,,,,Region del Maule,Talca,Maule,,,0,,,-71.6653,-35.4607
2016-2017,COLIN // CHICON,163-2,SANTA HERMINIA HIJ 4 COLIN COMUNA DE MAU,Plantacion con Exoticas Asilvestradas,Bosques,Plantacion,con Exoticas Asilvestradas,No Aplica,,,,Region del Maule,Talca,Maule,,,0,,,-71.7660,-35.4577
2016-2017,LOS PATOS,167-39,LOS PATOS HJ 39,Rotacion Cultivo-Pradera,Terrenos Agricolas,Rotacion Cultivo-Pradera,,,,,,Region del Maule,Talca,Maule,,,0,,,-71.6583,-35.4675
2016-2017,LOS PATOS,167-39,LOS PATOS HJ 39,Rotacion Cultivo-Pradera,Terrenos Agricolas,Rotacion Cultivo-Pradera,,,,,,Region del Maule,Talca,Maule,,,0,,,-71.6583,-35.4674
2016-2017,BARROS NEGROS,167-23,PARCELA SANTA SARA,Rotacion Cultivo-Pradera,Terrenos Agricolas,Rotacion Cultivo-Pradera,,,,,,Region del Maule,Talca,Maule,,,0,,,-71.6750,-35.4728
2016-2017,FUNDO SANTA BERTINA,163-44,SANTA CLARA DE COLIN,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Talca,Maule,,,0,,,-71.7152,-35.4727
2016-2017,ESTACI?ôN COLIN,163-150,STA TERESA COLIN LT 1,Rotacion Cultivo-Pradera,Terrenos Agricolas,Rotacion Cultivo-Pradera,,,,,,Region del Maule,Talca,Maule,,,0,,,-71.7401,-35.4768
2016-2017,SAN JUAN,168-26,FUNDO SAN JUAN,Rotacion Cultivo-Pradera,Terrenos Agricolas,Rotacion Cultivo-Pradera,,,,,,Region del Maule,Talca,Maule,,,0,,,-71.6926,-35.5119
2016-2017,SAN JUAN,168-26,FUNDO SAN JUAN,Rotacion Cultivo-Pradera,Terrenos Agricolas,Rotacion Cultivo-Pradera,,,,,,Region del Maule,Talca,Maule,,,0,,,-71.6922,-35.5137
2016-2017,VISTA HERMOSA,153-13,VISTA HERMOSA,Rotacion Cultivo-Pradera,Terrenos Agricolas,Rotacion Cultivo-Pradera,,,,,,Region del Maule,Talca,Maule,,,0,,,-71.6492,-35.5228
2016-2017,EL CHIVATO,157-30,PUEBLECILLO,Bosque Nativo Renoval Semidenso,Bosques,Bosque Nativo,Renoval,Semidenso,< 2,Esclerofilo,Espino,Region del Maule,Talca,Maule,,,0,,,-71.7097,-35.5345
2016-2017,CALEJON LA FLORIDA,153-92,PARCELA 19 CASAS DE MAULE,Rotacion Cultivo-Pradera,Terrenos Agricolas,Rotacion Cultivo-Pradera,,,,,,Region del Maule,Talca,Maule,,,0,,,-71.6369,-35.5441
2016-2017,MARIA AUXILIADORA,163-255,CHACRA SAN AGUSTIN HJ 3,Rotacion Cultivo-Pradera,Terrenos Agricolas,Rotacion Cultivo-Pradera,,,,,,Region del Maule,Talca,Maule,,,0,,,-71.7261,-35.4708
2016-2017,CERRO MAULE,164-253,,Rotacion Cultivo-Pradera,Terrenos Agricolas,Rotacion Cultivo-Pradera,,,,,,Region del Maule,Talca,Maule,,,0,,,-71.7684,-35.4660
2016-2017,NUMPAY,164-414,PARCELA NUMPAY HIJUELA 1,Rotacion Cultivo-Pradera,Terrenos Agricolas,Rotacion Cultivo-Pradera,,,,,,Region del Maule,Talca,Maule,,,0,,,-71.7151,-35.4899
2016-2017,BRISAS DE UNIHUE,166-55,SAN JOSE BARROS NEGROS LT 4,Rotacion Cultivo-Pradera,Terrenos Agricolas,Rotacion Cultivo-Pradera,,,,,,Region del Maule,Talca,Maule,,,0,,,-71.7032,-35.4746
2016-2017,CHACARILLA,167-26,EL SAUZAL,Rotacion Cultivo-Pradera,Terrenos Agricolas,Rotacion Cultivo-Pradera,,,,,,Region del Maule,Talca,Maule,,,0,,,-71.6606,-35.4846
2016-2017,FUNDO UNIHUE,168-256,FDO UNIHUE HJ 6,Rotacion Cultivo-Pradera,Terrenos Agricolas,Rotacion Cultivo-Pradera,,,,,,Region del Maule,Talca,Maule,,,0,,,-71.6788,-35.4858
2016-2017,CHACARILLAS,168-267,POTRERO EL ENCANTO LT C,Rotacion Cultivo-Pradera,Terrenos Agricolas,Rotacion Cultivo-Pradera,,,,,,Region del Maule,Talca,Maule,,,0,,,-71.6720,-35.5127
2016-2017,CERRO MAULE,168-319,SAN PABLO LT B 2 1,Rotacion Cultivo-Pradera,Terrenos Agricolas,Rotacion Cultivo-Pradera,,,,,,Region del Maule,Talca,Maule,,,0,,,-71.7014,-35.5155
2016-2017,COLIN // LA ESPERANZA,164-348,FUNDO TALHUEN LOTE B- 6,Praderas Anuales,Praderas y Matorrales,Praderas,Praderas Anuales,No Aplica,,,,Region del Maule,Talca,Maule,,,0,,,-71.7542,-35.4861
2016-2017,SANTA MAR?ìA DE ARQU?ëN,160-75,ARQUEN PC 24 ST 31,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Linares,Yerbas Buenas,,,0,,,-71.5563,-35.6575
2016-2017,PUENTE PANDO,164-46,SAN IGNACIO PROYECTO 15 PARCELA N 15 Y B,Terreno de Uso Agricola,Terrenos Agricolas,Terreno de Uso Agricola,,,,,,Region del Maule,Linares,Yerbas Buenas,,,0,,,-71.5788,-35.5919
2016-2017,SAN IGNACIO,VP-E,,Terreno de Uso Agricola,Terrenos Agricolas,Terreno de Uso Agricola,,,,,,Region del Maule,Linares,Yerbas Buenas,,,0,,,-71.5681,-35.6006
2016-2017,FUNDO SAN ESTEBAN,158-25,FDO LAS NIEVES,Matorral Semidenso,Praderas y Matorrales,Matorral,No Aplica,Semidenso,,,,Region del Maule,Linares,Yerbas Buenas,,,0,,,-71.5972,-35.6989
2016-2017,LA HIGUERILLA PARAISO,209-79,SANTA CORINA,Plantacion Joven o Recien Cosechada,Bosques,Plantacion,Joven o Recien Cosechada,No Aplica,,,,Region del Maule,Talca,Curepto,,,0,,,-71.9444,-35.2080
2016-2017,LOS MOLINOS,VP-GGGGG,,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Talca,Curepto,,,0,,,-71.9994,-35.1844
2016-2017,LIEN,154-33,LA CASA LIEN CUREPTO,Rotacion Cultivo-Pradera,Terrenos Agricolas,Rotacion Cultivo-Pradera,,,,,,Region del Maule,Talca,Curepto,,,0,,,-71.9714,-35.1039
2016-2017,SAN CARLOS,131-28,TALQUITA,Plantacion con Exoticas Asilvestradas,Bosques,Plantacion,con Exoticas Asilvestradas,No Aplica,,,,Region del Maule,Curico,Vichuquen,,,0,,,-71.9964,-34.8942
2016-2017,TILICURA,168-13,,Terreno de Uso Agricola,Terrenos Agricolas,Terreno de Uso Agricola,,,,,,Region del Maule,Curico,Vichuquen,,,0,,,-71.9416,-34.8429
2016-2017,RAPILERMO CONTRERAS CONV.2017,208-85,RAPILERMO LT 3,Matorral-Pradera Abierto,Praderas y Matorrales,Matorral-Pradera,No Aplica,Abierto,,,,Region del Maule,Talca,Curepto,,,0,,,-71.8553,-35.1778
2016-2017,HIGUERILLA PARAISO,205-35,,Bosque Nativo Renoval Semidenso,Bosques,Bosque Nativo,Renoval,Semidenso,< 2,Esclerofilo,Peumo-Quillay-Litre,Region del Maule,Talca,Curepto,,,0,,,-71.8675,-35.2028
2016-2017,EL ALAMO Y LOS APESTADOS,166-64,LTA 2 Y B LA QUIRIGUA,Plantacion Joven o Recien Cosechada,Bosques,Plantacion,Joven o Recien Cosechada,No Aplica,,,,Region del Maule,Curico,Vichuquen,,,0,,,-72.0311,-34.8075
2016-2017,LA JUNTA,161-5,VIVERO Y DUNA,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Curico,Vichuquen,,,0,,,-72.0478,-34.8033
2016-2017,PUNTA DEL BARCO//LA JUNTA,161-5,VIVERO Y DUNA,Plantacion con Exoticas Asilvestradas,Bosques,Plantacion,con Exoticas Asilvestradas,No Aplica,,,,Region del Maule,Curico,Vichuquen,,,0,,,-72.0485,-34.8029
2016-2017,LA JUNTA,161-5,VIVERO Y DUNA,Matorral Arborescente Semidenso,Praderas y Matorrales,Matorral Arborescente,No Aplica,Semidenso,,,,Region del Maule,Curico,Vichuquen,,,0,,,-72.0508,-34.7970
2016-2017,LAS CARDILLAS,133-25,CANELILLO LT B,Plantacion con Exoticas Asilvestradas,Bosques,Plantacion,con Exoticas Asilvestradas,No Aplica,,,,Region del Maule,Curico,Vichuquen,,,0,,,-71.9875,-34.8983
2016-2017,URACO,131-15,EL PERAL,Plantacion con Exoticas Asilvestradas,Bosques,Plantacion,con Exoticas Asilvestradas,No Aplica,,,,Region del Maule,Curico,Vichuquen,,,0,,,-71.9939,-34.9042
2016-2017,LAS ISLAS CHICAS,141-47,CAPELLANIA,Bosque Nativo-Plantacion Semidenso,Bosques,Bosque Mixto,Nativo-Plantacion,Semidenso,,,,Region del Maule,Curico,Vichuquen,,,0,,,-72.0778,-34.9267
2016-2017,BOSQUES DE IDAHUE,VP-W,,Matorral-Pradera Abierto,Praderas y Matorrales,Matorral-Pradera,No Aplica,Abierto,,,,Region del Maule,Curico,Licantue,,,0,,,-71.9344,-34.9903
2016-2017,SAN PEDRO Y LAS CANAS III,461-11,LAS CANAS,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Talca,Constitucion,,,0,,,-72.4386,-35.4969
2016-2017,LOS HUALLES,323-4,RINCON LARGO CARRIZAL,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Talca,Constitucion,,,0,,,-72.2433,-35.2311
2016-2017,BARRANCAS PARDO 3,363-29,LOMA LIPIA LAS BARRANCAS,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Talca,Constitucion,,,0,,,-72.1358,-35.2467
2016-2017,EL RADAL,VP-SS,,Bosque Nativo Renoval Semidenso,Bosques,Bosque Nativo,Renoval,Semidenso,< 2,Esclerofilo,Peumo-Quillay-Litre,Region del Maule,Curico,Vichuquen,,,0,,,-72.0074,-34.9448
2016-2017,SUCESION LOTE B,VP-VV,,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Curico,Vichuquen,,,0,,,-72.0101,-34.9163
2016-2017,SAN CARLOS,131-27,RINCONADA RESTO,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Curico,Vichuquen,,,0,,,-71.9988,-34.8946
2016-2017,TALQUITA // SAN CARLOS,131-27,RINCONADA RESTO,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Curico,Vichuquen,,,0,,,-71.9978,-34.8975
2016-2017,CHACARILLAS,SR,,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Talca,Constitucion,,,0,,,-72.4219,-35.3381
2016-2017,CHACARILLAS,SR,,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Talca,Constitucion,,,0,,,-72.4214,-35.3369
2016-2017,CHACARILLAS,SR,,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Talca,Constitucion,,,0,,,-72.4214,-35.3364
2016-2017,CHACARILLAS,SR,,Ciudades. Pueblos. Zonas Industriales,Areas Urbanas e Industriales,Ciudades. Pueblos. Zonas Industriales,,,,,,Region del Maule,Talca,Constitucion,,,0,,,-72.4192,-35.3358
2016-2017,QUIVOLGO 1,315-8,QUIVOLGO,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Talca,Constitucion,,,0,,,-72.3747,-35.3209
2016-2017,SAN EXPEDITO CONV.2019,413-31,LOMA LARGA MAQUEHUA,Bosque Nativo-Plantacion Denso,Bosques,Bosque Mixto,Nativo-Plantacion,Denso,,,,Region del Maule,Talca,Constitucion,,,0,,,-72.2666,-35.3930
2016-2017,LA CARMNA,424-77,CRUCE EMP HIJ 3,Plantacion Joven o Recien Cosechada,Bosques,Plantacion,Joven o Recien Cosechada,No Aplica,,,,Region del Maule,Talca,Constitucion,,,0,,,-72.2822,-35.4469
2016-2017,VILLA NANCY 2,423-58,EL ENCINO,Matorral Denso,Praderas y Matorrales,Matorral,No Aplica,Denso,,,,Region del Maule,Talca,Constitucion,,,0,,,-72.2656,-35.4544
2016-2017,ROCAS DE CONSTITUCION PART,519-34,BRISAS DEL MAULE LT A- 1,Plantacion con Exoticas Asilvestradas,Bosques,Plantacion,con Exoticas Asilvestradas,No Aplica,,,,Region del Maule,Talca,Constitucion,,,0,,,-72.3947,-35.3706
2016-2017,VI?æALES,VP-NN,,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Talca,Constitucion,,,0,,,-72.4081,-35.3619
2016-2017,VI?æALES,VP-NN,,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Talca,Constitucion,,,0,,,-72.4081,-35.3617
2016-2017,LAS VERTIENTES,260-52,LAS VERTIENTES,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Cauquenes,Chanco,,,0,,,-72.5147,-35.6850
2016-2017,EL ROSAL,476-113,,Bosque Nativo con Exoticas Asilvestradas Semidenso,Bosques,Bosque Mixto,Nativo con Exoticas Asilvestradas,Semidenso,,,,Region del Maule,Talca,Constitucion,,,0,,,-72.4189,-35.3883
2016-2017,EL CULENAR,VP-YY,,Matorral Semidenso,Praderas y Matorrales,Matorral,No Aplica,Semidenso,,,,Region del Maule,Talca,Constitucion,,,0,,,-72.0624,-35.3697
2016-2017,LOS PEUMOS,VP-YY,,Bosque Nativo Renoval Semidenso,Bosques,Bosque Nativo,Renoval,Semidenso,4 - 8,Roble-Hualo,Roble-Hualo,Region del Maule,Talca,Constitucion,,,0,,,-72.0643,-35.3532
2016-2017,LONCOMILLA,218-20,PARCELA CHOCOA,Matorral Abierto,Praderas y Matorrales,Matorral,No Aplica,Abierto,,,,Region del Maule,Linares,Villa Alegre,,,0,,,-71.7453,-35.6515
2016-2017,EL ROSAL PART,477-10,,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Talca,Constitucion,,,0,,,-72.3769,-35.4358
2016-2017,LA ESPERANZA,169-22,STA ELIANA LOTE 2,Rotacion Cultivo-Pradera,Terrenos Agricolas,Rotacion Cultivo-Pradera,,,,,,Region del Maule,Talca,Maule,,,0,,,-71.6408,-35.4758
2016-2017,LOMAS LA TORTILLA,218-2,FDO CHOCOA,Plantacion con Exoticas Asilvestradas,Bosques,Plantacion,con Exoticas Asilvestradas,No Aplica,,,,Region del Maule,Linares,Villa Alegre,,,0,,,-71.7582,-35.6168
2016-2017,BOSQUE MUNICIPAL,4103-37,CERRO MUNICIPA,Plantacion con Exoticas Asilvestradas,Bosques,Plantacion,con Exoticas Asilvestradas,No Aplica,,,,Region del Maule,Talca,Talca,,,0,,,-71.6871,-35.4160
